artist,album,score,genre,label,reviewer,year,review_date,length,url,genre_clean,genre_list,genre_cleaned,genre_len,main_genre
Joni Mitchell,Archives Volume 2: The Reprise Years (1968-1971),8.8,Rock,Reprise,Grayson Haver Currin,2021.0,2022-01-07,1923,https://www.pitchfork.com/reviews/albums/joni-mitchell-archives-volume-2-the-reprise-years-1968-1971/,Rock,['Rock'],['Rock'],1,Rock
Ryan Pollie,Stars,7.2,Rock,Forged Artifacts,Ethan Shanfeld,2022.0,2022-01-06,598,https://www.pitchfork.com/reviews/albums/ryan-pollie-stars/,Rock,['Rock'],['Rock'],1,Rock
Chief Keef,4Nem,8.0,Rap,Glo Gang / RBC,Alphonse Pierre,2021.0,2022-01-06,652,https://www.pitchfork.com/reviews/albums/chief-keef-4nem/,Rap,['Rap'],['Rap'],1,Rap
Roddy Ricch,Live Life Fast,5.7,Rap,Atlantic,Dylan Green,2021.0,2022-01-05,674,https://www.pitchfork.com/reviews/albums/roddy-ricch-live-life-fast/,Rap,['Rap'],['Rap'],1,Rap
Majid Jordan,Wildest Dreams,6.7,Pop/R&B,OVO Sound,Brady Brickner-Wood,2021.0,2022-01-05,592,https://www.pitchfork.com/reviews/albums/majid-jordan-wildest-dreams/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
The Dodos,Grizzly Peak,7.4,Rock,Polyvinyl,Steven Arroyo,2021.0,2022-01-04,867,https://www.pitchfork.com/reviews/albums/the-dodos-grizzly-peak/,Rock,['Rock'],['Rock'],1,Rock
Khalid,Scenic Drive,5.6,Pop/R&B,Right Hand Music Group / RCA,Dani Blum,2021.0,2022-01-04,533,https://www.pitchfork.com/reviews/albums/khalid-scenic-drive/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Various Artists,MOVES: 5 Years of Culture - Afrobeats / Rap & Drill,7.0,MOVES,MOVES,Will Pritchard,2021.0,2022-01-03,679,https://www.pitchfork.com/reviews/albums/various-artists-moves-5-years-of-culture-afrobeats-rap-and-drill/,MOVES,['MOVES'],['Unknown'],0,Unknown
Tarta Relena,Fiat Lux,8.0,Experimental,La Castanya / The Indian Runners,Ben Cardew,2021.0,2021-12-30,589,https://www.pitchfork.com/reviews/albums/tarta-relena-fiat-lux/,Experimental,['Experimental'],['Experimental'],1,Experimental
Sarah Davachi,Mother of Pearl,7.4,Electronic / Experimental,Recital Program,Sam Goldner,2021.0,2021-12-29,601,https://www.pitchfork.com/reviews/albums/sarah-davachi-sean-mccann-mother-of-pearl/,Electronic / Experimental,"['Electronic', 'Experimental']","['Electronic', 'Experimental']",2,Electronic
Bill Callahan,Blind Date Party,7.5,Rock / Folk/Country,Drag City,Jason P. Woodbury,2021.0,2021-12-28,775,https://www.pitchfork.com/reviews/albums/bill-callahan-bonnie-prince-billy-blind-date-party/,Rock / Folk_Country,"['Rock', 'Folk_Country']","['Rock', 'Folk/Country']",2,Rock
Neil Young,Barn,6.8,Rock,Warner,Andy Cush,2021.0,2021-12-27,1253,https://www.pitchfork.com/reviews/albums/neil-young-crazy-horse-barn/,Rock,['Rock'],['Rock'],1,Rock
Damon Albarn,"The Nearer the Fountain, More Pure the Stream Flows",7.3,Rock,Transgressive,Megan Buerger,2021.0,2021-12-23,1019,https://www.pitchfork.com/reviews/albums/damon-albarn-the-nearer-the-fountain-more-pure-the-stream-flows/,Rock,['Rock'],['Rock'],1,Rock
Ben Marc,Breathe Suite EP,7.1,Jazz,Innovative Leisure,Madison Bloom,2021.0,2021-12-22,658,https://www.pitchfork.com/reviews/albums/ben-marc-breathe-suite/,Jazz,['Jazz'],['Jazz'],1,Jazz
Katy B,Peace and Offerings EP,7.0,Electronic / Rock,Rinse,Katherine St. Asaph,2021.0,2021-12-21,576,https://www.pitchfork.com/reviews/albums/katy-b-peace-and-offerings-ep/,Electronic / Rock,"['Electronic', 'Rock']","['Electronic', 'Rock']",2,Electronic
Juice WRLD,Fighting Demons,6.5,Rap,Grade A Productions / Interscope,Dylan Green,2021.0,2021-12-20,755,https://www.pitchfork.com/reviews/albums/juice-wrld-fighting-demons/,Rap,['Rap'],['Rap'],1,Rap
Spacehog,Resident Alien,7.5,Rock,HiFi / Sire,Lane Brown,1995.0,2021-12-19,2173,https://www.pitchfork.com/reviews/albums/spacehog-resident-alien/,Rock,['Rock'],['Rock'],1,Rock
Can,Live in Brighton 1975,7.4,Experimental,Mute,Andy Cush,2021.0,2021-12-18,938,https://www.pitchfork.com/reviews/albums/can-live-in-brighton-1975/,Experimental,['Experimental'],['Experimental'],1,Experimental
Rick Ross,Richer Than I Ever Been,6.7,Rap,Epic,Dylan Green,2021.0,2021-12-17,657,https://www.pitchfork.com/reviews/albums/rick-ross-richer-than-i-ever-been/,Rap,['Rap'],['Rap'],1,Rap
YoungBoy Never Broke Again,From the Bayou,6.5,Rap / Pop/R&B,Cash Money,Stephen Kearse,2021.0,2021-12-16,658,https://www.pitchfork.com/reviews/albums/youngboy-never-broke-again-birdman-from-the-bayou/,Rap / Pop_R&B,"['Rap', 'Pop_R&B']","['Rap', 'Pop/R&B']",2,Rap
Moses Sumney,Live From Blackalachia,8.0,Rock,Tuntum,Kelly Liu,2021.0,2021-12-15,700,https://www.pitchfork.com/reviews/albums/moses-sumney-live-from-blackalachia/,Rock,['Rock'],['Rock'],1,Rock
The Band,Cahoots (50th Anniversary Edition),5.8,Rock,Capitol,Stephen M. Deusner,2021.0,2021-12-15,1328,https://www.pitchfork.com/reviews/albums/the-band-cahoots-50th-anniversary-edition/,Rock,['Rock'],['Rock'],1,Rock
Aeon Station,Observatory,7.6,Rock,Sub Pop,Evan Rytlewski,2021.0,2021-12-14,863,https://www.pitchfork.com/reviews/albums/aeon-station-observatory/,Rock,['Rock'],['Rock'],1,Rock
Various Artists,"Broken Hearts & Dirty Windows: Songs of John Prine, Vol. 2",6.3,Oh Boy,Oh Boy,Stephen M. Deusner,2021.0,2021-12-14,675,https://www.pitchfork.com/reviews/albums/various-artists-broken-hearts-and-dirty-windows-songs-of-john-prine-vol-2/,Oh Boy,['Oh Boy'],['Unknown'],0,Unknown
Jeff Parker,Forfolks,8.2,Jazz,International Anthem / Nonesuch,Grayson Haver Currin,2021.0,2021-12-13,906,https://www.pitchfork.com/reviews/albums/jeff-parker-forfolks/,Jazz,['Jazz'],['Jazz'],1,Jazz
Yukihiro Takahashi,Neuromantic,8.2,Rock,Alfa,Shy Clara Thompson,2021.0,2021-12-13,534,https://www.pitchfork.com/reviews/albums/yukihiro-takahashi-neuromantic/,Rock,['Rock'],['Rock'],1,Rock
King Sunny Adé,Juju Music,10.0,Global,Island,Will Hermes,1982.0,2021-12-12,2101,https://www.pitchfork.com/reviews/albums/king-sunny-ade-juju-music/,Global,['Global'],['Global'],1,Global
,,7.6,Rock,,Sean T. Collins,,2021-12-11,1795,https://www.pitchfork.com/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,Rock,['Rock'],['Rock'],1,Rock
Jlin,Embryo EP,7.4,Electronic,Planet Mu,Jayson Greene,2021.0,2021-12-10,589,https://www.pitchfork.com/reviews/albums/jlin-embryo-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Sega Bodega,Romeo,7.2,Electronic,NUXXE,Margaret Farrell,2021.0,2021-12-10,549,https://www.pitchfork.com/reviews/albums/sega-bodega-romeo/,Electronic,['Electronic'],['Electronic'],1,Electronic
Big Boi,Big Sleepover,6.3,Rap,Purple Ribbon / HITCO,Stephen Kearse,2021.0,2021-12-10,636,https://www.pitchfork.com/reviews/albums/big-boi-sleepy-brown-big-sleepover/,Rap,['Rap'],['Rap'],1,Rap
Michael Hurley,The Time of Foxgloves,7.8,Folk/Country,No Quarter,Jonathan Williger,2021.0,2021-12-10,694,https://www.pitchfork.com/reviews/albums/michael-hurley-the-time-of-foxgloves/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
You’ll Never Get to Heaven,Wave Your Moonlight Hat for the Snowfall Train,7.4,Electronic,Séance Centre,Jesse Locke,2021.0,2021-12-09,582,https://www.pitchfork.com/reviews/albums/youll-never-get-to-heaven-wave-your-moonlight-hat-for-the-snowfall-train/,Electronic,['Electronic'],['Electronic'],1,Electronic
Mach-Hommy,Balens Cho (Hot Candles),8.1,Rap,Mach-Hommy,Matthew Ismael Ruiz,2021.0,2021-12-09,640,https://www.pitchfork.com/reviews/albums/mach-hommy-balens-cho/,Rap,['Rap'],['Rap'],1,Rap
Cong Josie,Cong!,7.2,Rock,It,Shaad D’Souza,2021.0,2021-12-09,711,https://www.pitchfork.com/reviews/albums/cong-josie-cong/,Rock,['Rock'],['Rock'],1,Rock
Martha Skye Murphy,Concrete,7.9,Experimental,Practise Music,Madison Bloom,2021.0,2021-12-09,645,https://www.pitchfork.com/reviews/albums/martha-skye-murphy-concrete/,Experimental,['Experimental'],['Experimental'],1,Experimental
Nils Frahm,Old Friends New Friends,6.7,Electronic,Leiter,Vanessa Ague,2021.0,2021-12-08,538,https://www.pitchfork.com/reviews/albums/nils-frahm-old-friends-new-friends/,Electronic,['Electronic'],['Electronic'],1,Electronic
Phil Cook,All These Years,7.2,Rock,Psychic Hotline,Drew Litowitz,2021.0,2021-12-08,616,https://www.pitchfork.com/reviews/albums/phil-cook-all-these-years/,Rock,['Rock'],['Rock'],1,Rock
GAS,Der Lange Marsch,6.6,Electronic,Kompakt,Daniel Bromfield,2021.0,2021-12-08,589,https://www.pitchfork.com/reviews/albums/gas-der-lange-marsch/,Electronic,['Electronic'],['Electronic'],1,Electronic
SHERELLE,fabric presents SHERELLE,7.4,Electronic,Fabric,Will Pritchard,2021.0,2021-12-08,597,https://www.pitchfork.com/reviews/albums/sherelle-fabric-presents-sherelle/,Electronic,['Electronic'],['Electronic'],1,Electronic
,,7.4,Experimental,,Philip Sherburne,,2021-12-07,2035,https://www.pitchfork.com/reviews/albums/arca-kick-ii-kick-iii-kick-iiii-kick-iiiii/,Experimental,['Experimental'],['Experimental'],1,Experimental
Marissa Paternoster,Peace Meter,7.1,Rock,Don Giovanni,Nina Corcoran,2021.0,2021-12-07,524,https://www.pitchfork.com/reviews/albums/marissa-paternoster-peace-meter/,Rock,['Rock'],['Rock'],1,Rock
Tierra Whack,Rap?,6.0,Rap,Interscope,Dylan Green,2021.0,2021-12-07,699,https://www.pitchfork.com/reviews/albums/tierra-whack-rap/,Rap,['Rap'],['Rap'],1,Rap
Blawan,Woke Up Right Handed EP,7.8,Electronic,Ternesc,Ben Cardew,2021.0,2021-12-07,547,https://www.pitchfork.com/reviews/albums/blawan-woke-up-right-handed-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
No Rome,It’s All Smiles,7.1,Pop/R&B,Dirty Hit,Julia Gray,2021.0,2021-12-06,728,https://www.pitchfork.com/reviews/albums/no-rome-its-all-smiles/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
SeeYouSpaceCowboy,The Romance of Affliction,7.6,Metal,Pure Noise,Ian Cohen,2021.0,2021-12-06,680,https://www.pitchfork.com/reviews/albums/seeyouspacecowboy-the-romance-of-affliction/,Metal,['Metal'],['Metal'],1,Metal
Dream Unending,Tide Turns Eternal,7.8,Metal,20 Buck Spin,Sam Goldner,2021.0,2021-12-06,551,https://www.pitchfork.com/reviews/albums/dream-unending-tide-turns-eternal/,Metal,['Metal'],['Metal'],1,Metal
Rx Papi,Foreign Exchange,7.4,Rap / Electronic,Year0001,Nadine Smith,2021.0,2021-12-06,821,https://www.pitchfork.com/reviews/albums/rx-papi-gud-foreign-exchange/,Rap / Electronic,"['Rap', 'Electronic']","['Rap', 'Electronic']",2,Rap
Richard and Linda Thompson,I Want to See the Bright Lights Tonight,8.5,Rock,Island,Andy Cush,1974.0,2021-12-05,2307,https://www.pitchfork.com/reviews/albums/richard-and-linda-thompson-i-want-to-see-the-bright-lights-tonight/,Rock,['Rock'],['Rock'],1,Rock
Wild Up,"Julius Eastman, Vol. 1: Femenine",8.1,Experimental,New Amsterdam,Grayson Haver Currin,2021.0,2021-12-04,1090,https://www.pitchfork.com/reviews/albums/wild-up-julius-eastman-vol-1-femenine/,Experimental,['Experimental'],['Experimental'],1,Experimental
Flora Yin-Wong,The Sacrifice EP,7.0,Electronic / Experimental,First Light,Zhenzhen Yu,2021.0,2021-12-03,490,https://www.pitchfork.com/reviews/albums/flora-yin-wong-the-sacrifice-ep/,Electronic / Experimental,"['Electronic', 'Experimental']","['Electronic', 'Experimental']",2,Electronic
Cynic,Ascension Codes,6.9,Jazz / Metal,Season of Mist,Chris O'Connell,2021.0,2021-12-03,724,https://www.pitchfork.com/reviews/albums/cynic-ascension-codes/,Jazz / Metal,"['Jazz', 'Metal']","['Jazz', 'Metal']",2,Jazz
Tori Amos,Ocean to Ocean,7.3,Rock,Decca,Maura Johnston,2021.0,2021-12-03,646,https://www.pitchfork.com/reviews/albums/tori-amos-ocean-to-ocean/,Rock,['Rock'],['Rock'],1,Rock
Jonny Greenwood,Spencer (Original Motion Picture Soundtrack),7.3,Experimental,Mercury KX,Matthew Strauss,2021.0,2021-12-03,586,https://www.pitchfork.com/reviews/albums/jonny-greenwood-spencer/,Experimental,['Experimental'],['Experimental'],1,Experimental
Bitchin Bajas,Switched on Ra,7.9,Experimental,Drag City,Daniel Bromfield,2021.0,2021-12-02,905,https://www.pitchfork.com/reviews/albums/bitchin-bajas-switched-on-ra/,Experimental,['Experimental'],['Experimental'],1,Experimental
NNAMDÏ,Are You Happy EP,6.9,Experimental / Rap,Sooper,Max Freedman,2021.0,2021-12-02,510,https://www.pitchfork.com/reviews/albums/nnamdi-are-you-happy-ep/,Experimental / Rap,"['Experimental', 'Rap']","['Experimental', 'Rap']",2,Experimental
Bat Fangs,Queen of My World,7.5,Rock,Don Giovanni,Allison Hussey,2021.0,2021-12-02,623,https://www.pitchfork.com/reviews/albums/bat-fangs-queen-of-my-world/,Rock,['Rock'],['Rock'],1,Rock
Ben LaMar Gay,Open Arms to Open Us,7.5,Jazz,International Anthem / Nonesuch,Ben Cardew,2021.0,2021-12-01,564,https://www.pitchfork.com/reviews/albums/ben-lamar-gay-open-arms-to-open-us/,Jazz,['Jazz'],['Jazz'],1,Jazz
Omar Khorshid,Giant + Guitar,8.1,Wewantsounds,Wewantsounds,Megan Iacobini de Fazio,2021.0,2021-12-01,708,https://www.pitchfork.com/reviews/albums/omar-khorshid-giant-guitar/,Wewantsounds,['Wewantsounds'],['Unknown'],0,Unknown
Tasha,Tell Me What You Miss the Most,7.6,Pop/R&B,Father/Daughter,Steven Arroyo,2021.0,2021-12-01,534,https://www.pitchfork.com/reviews/albums/tasha-tell-me-what-you-miss-the-most/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Lotic,Water,7.6,Electronic,Houndstooth,Max Freedman,2021.0,2021-12-01,695,https://www.pitchfork.com/reviews/albums/lotic-water/,Electronic,['Electronic'],['Electronic'],1,Electronic
JJJJJerome Ellis,The Clearing,8.0,Electronic,NNA Tapes,Shy Clara Thompson,2021.0,2021-11-30,784,https://www.pitchfork.com/reviews/albums/jjjjjerome-ellis-the-clearing/,Electronic,['Electronic'],['Electronic'],1,Electronic
Julie Doiron,I Thought of You,7.5,Rock,You’ve Changed,Sam Sodomsky,2021.0,2021-11-30,717,https://www.pitchfork.com/reviews/albums/julie-doiron-i-thought-of-you/,Rock,['Rock'],['Rock'],1,Rock
Brian Wilson,At My Piano,5.0,Rock,Decca,Stephen Thomas Erlewine,2021.0,2021-11-30,606,https://www.pitchfork.com/reviews/albums/brian-wilson-at-my-piano/,Rock,['Rock'],['Rock'],1,Rock
R.A.P. Ferreira,The Light-Emitting Diamond Cutter Scriptures,7.9,Rap,Ruby Yacht,Paul A. Thompson,2021.0,2021-11-30,591,https://www.pitchfork.com/reviews/albums/rap-ferreira-the-light-emitting-diamond-cutter-scriptures/,Rap,['Rap'],['Rap'],1,Rap
MUNYA,Voyage to Mars,7.0,Pop/R&B,Luminelle,Ashley Bardhan,2021.0,2021-11-29,505,https://www.pitchfork.com/reviews/albums/munya-voyage-to-mars/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Jessy Lanza,DJ-Kicks,7.1,Pop/R&B,!K7,Shaad D’Souza,2021.0,2021-11-29,636,https://www.pitchfork.com/reviews/albums/jessy-lanza-dj-kicks/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Body/Dilloway/Head,Body/Dilloway/Head,7.4,Rock / Experimental,Three Lobed,Jonathan Williger,2021.0,2021-11-29,663,https://www.pitchfork.com/reviews/albums/bodydillowayhead-bodydillowayhead/,Rock / Experimental,"['Rock', 'Experimental']","['Rock', 'Experimental']",2,Rock
Ovlov,Buds,7.6,Rock,Exploding in Sound,Brian Coney,2021.0,2021-11-29,658,https://www.pitchfork.com/reviews/albums/ovlov-buds/,Rock,['Rock'],['Rock'],1,Rock
Diana Ross,Diana,9.5,Pop/R&B,Motown,Eric Torres,1980.0,2021-11-28,1679,https://www.pitchfork.com/reviews/albums/diana-ross-diana/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Jonny Greenwood,The Power of the Dog (Music From the Netflix Film),6.8,Experimental,Lakeshore,Brian Howe,2021.0,2021-11-27,627,https://www.pitchfork.com/reviews/albums/jonny-greenwood-the-power-of-the-dog-music-from-the-netflix-film/,Experimental,['Experimental'],['Experimental'],1,Experimental
Richard Dawson,Henki,7.5,Folk/Country / Rock,Weird World,Louis Pattison,2021.0,2021-11-26,767,https://www.pitchfork.com/reviews/albums/richard-dawson-circle-henki/,Folk_Country / Rock,"['Folk_Country', 'Rock']","['Folk/Country', 'Rock']",2,Folk/Country
Parris,Soaked in Indigo Moonlight,7.4,Electronic,Can You Feel the Sun,Shawn Reynaldo,2021.0,2021-11-24,831,https://www.pitchfork.com/reviews/albums/parris-soaked-in-indigo-moonlight/,Electronic,['Electronic'],['Electronic'],1,Electronic
Apollo Brown,Blacklight,7.3,Rap,Mello Music Group,Dylan Green,2021.0,2021-11-24,757,https://www.pitchfork.com/reviews/albums/apollo-brown-stalley-blacklight/,Rap,['Rap'],['Rap'],1,Rap
Makaya McCraven,Deciphering the Message,7.4,Jazz,Blue Note,Matthew Ismael Ruiz,2021.0,2021-11-24,888,https://www.pitchfork.com/reviews/albums/makaya-mccraven-deciphering-the-message/,Jazz,['Jazz'],['Jazz'],1,Jazz
BackRoad Gee,Reporting Live (From the Back of the Roads),7.7,Rap,,Jessica Kariisa,2021.0,2021-11-23,736,https://www.pitchfork.com/reviews/albums/backroad-gee-reporting-live-from-the-back-of-the-roads/,Rap,['Rap'],['Rap'],1,Rap
Portico Quartet,Monument,6.6,Jazz,Gondwana,Brian Howe,2021.0,2021-11-23,843,https://www.pitchfork.com/reviews/albums/portico-quartet-monument/,Jazz,['Jazz'],['Jazz'],1,Jazz
Jane Remover,Frailty,8.0,Experimental / Pop/R&B,deadAir,Mano Sundaresan,2021.0,2021-11-23,794,https://www.pitchfork.com/reviews/albums/dltzk-frailty/,Experimental / Pop_R&B,"['Experimental', 'Pop_R&B']","['Experimental', 'Pop/R&B']",2,Experimental
Sloppy Jane,Madison,7.5,Rock,Saddest Factory,Quinn Moreland,2021.0,2021-11-23,672,https://www.pitchfork.com/reviews/albums/sloppy-jane-madison/,Rock,['Rock'],['Rock'],1,Rock
Leo Nocentelli,Another Side,8.2,Rock,Light in the Attic,Daniel Felsenthal,2021.0,2021-11-22,1411,https://www.pitchfork.com/reviews/albums/leo-nocentelli-another-side/,Rock,['Rock'],['Rock'],1,Rock
"Mandy, Indiana",... EP,7.6,Experimental,Fire Talk,Max Freedman,2021.0,2021-11-22,601,https://www.pitchfork.com/reviews/albums/mandy-indiana-ep/,Experimental,['Experimental'],['Experimental'],1,Experimental
Adele,30,8.2,Pop/R&B,Columbia,Jill Mapes,2021.0,2021-11-22,1554,https://www.pitchfork.com/reviews/albums/adele-30/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Ichiko Aoba,Windswept Adan,8.0,Experimental,Ba Da Bing,Shy Clara Thompson,2021.0,2021-11-22,664,https://www.pitchfork.com/reviews/albums/ichiko-aoba-windswept-adan/,Experimental,['Experimental'],['Experimental'],1,Experimental
Master P,MP Da Last Don,8.0,Rap,No Limit / Priority,Alphonse Pierre,1998.0,2021-11-21,2444,https://www.pitchfork.com/reviews/albums/master-p-mp-da-last-don/,Rap,['Rap'],['Rap'],1,Rap
Bruce Springsteen,The Legendary 1979 No Nukes Concerts,9.0,Rock,Columbia,Stephen Thomas Erlewine,2021.0,2021-11-20,955,https://www.pitchfork.com/reviews/albums/bruce-springsteen-the-e-street-band-the-legendary-1979-no-nukes-concerts/,Rock,['Rock'],['Rock'],1,Rock
Converge,Bloodmoon: I,5.3,Metal,Deathwish / Epitaph,Grayson Haver Currin,2021.0,2021-11-19,857,https://www.pitchfork.com/reviews/albums/converge-bloodmoon-i/,Metal,['Metal'],['Metal'],1,Metal
Mr Twin Sister,Al Mundo Azul,6.8,Pop/R&B,Twin Group,Shaad D’Souza,2021.0,2021-11-19,525,https://www.pitchfork.com/reviews/albums/mr-twin-sister-al-mundo-azul/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
serpentwithfeet,DEACON’S Grove EP,7.0,Pop/R&B,Secretly Canadian,Vrinda Jagota,2021.0,2021-11-19,623,https://www.pitchfork.com/reviews/albums/serpentwithfeet-deacons-grove-ep/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Robert Plant,Raise the Roof,7.3,Rock / Folk/Country,Rounder,Olivia Lane,2021.0,2021-11-19,749,https://www.pitchfork.com/reviews/albums/robert-plant-alison-krauss-raise-the-roof/,Rock / Folk_Country,"['Rock', 'Folk_Country']","['Rock', 'Folk/Country']",2,Rock
Irreversible Entanglements,Open the Gates,7.8,Jazz,Don Giovanni / International Anthem,Megan Iacobini de Fazio,2021.0,2021-11-18,677,https://www.pitchfork.com/reviews/albums/irreversible-entanglements-open-the-gates/,Jazz,['Jazz'],['Jazz'],1,Jazz
Jon Hopkins,Music for Psychedelic Therapy,7.4,Electronic,Domino,Megan Buerger,2021.0,2021-11-18,978,https://www.pitchfork.com/reviews/albums/jon-hopkins-music-for-psychedelic-therapy/,Electronic,['Electronic'],['Electronic'],1,Electronic
Rosie Lowe,Son,8.0,Pop/R&B / Experimental,Carrying Colour,Philip Sherburne,2021.0,2021-11-18,1068,https://www.pitchfork.com/reviews/albums/rosie-lowe-duval-timothy-son/,Pop_R&B / Experimental,"['Pop_R&B', 'Experimental']","['Pop/R&B', 'Experimental']",2,Pop/R&B
Aminé,TwoPointFive,7.0,Rap,CLBN,Dylan Green,2021.0,2021-11-18,620,https://www.pitchfork.com/reviews/albums/amine-twopointfive/,Rap,['Rap'],['Rap'],1,Rap
Makthaverskan,För Allting,7.6,Rock,Run for Cover,Zhenzhen Yu,2021.0,2021-11-17,498,https://www.pitchfork.com/reviews/albums/makthaverskan-for-allting/,Rock,['Rock'],['Rock'],1,Rock
Nation of Language,A Way Forward,7.0,Rock,PIAS,Austin Brown,2021.0,2021-11-17,532,https://www.pitchfork.com/reviews/albums/nation-of-language-a-way-forward/,Rock,['Rock'],['Rock'],1,Rock
Speedy Ortiz,The Death of Speedy Ortiz & Cop Kicker...Forever,7.4,Rock,Carpark,Sue Park,2021.0,2021-11-17,639,https://www.pitchfork.com/reviews/albums/speedy-ortiz-the-death-of-speedy-ortiz-and-cop-kickerforever/,Rock,['Rock'],['Rock'],1,Rock
Idles,Crawler,7.0,Rock,Partisan,Stuart Berman,2021.0,2021-11-17,1110,https://www.pitchfork.com/reviews/albums/idles-crawler/,Rock,['Rock'],['Rock'],1,Rock
Bruno Mars,An Evening With Silk Sonic,6.4,Pop/R&B,Atlantic / Aftermath,Ross Scarano,2021.0,2021-11-16,1303,https://www.pitchfork.com/reviews/albums/silk-sonic-an-evening-with-silk-sonic/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Lukah,"Why Look Up, God’s in the Mirror",7.6,Rap,FXCK RXP,Pete Tosiello,2021.0,2021-11-16,971,https://www.pitchfork.com/reviews/albums/lukah-why-look-up-gods-in-the-mirror/,Rap,['Rap'],['Rap'],1,Rap
MMM,On the Edge,7.4,Electronic,self-released,Philip Sherburne,2021.0,2021-11-16,660,https://www.pitchfork.com/reviews/albums/mmm-on-the-edge/,Electronic,['Electronic'],['Electronic'],1,Electronic
